stockcode,bursacode,alias,name,shariah,economicsectorcode,industrygroupcode,hyperlink,address,description
$SEER,03009,SEERS,SEERS BERHAD,1,Industrials,"Machinery, Equipment & Components",https://seers.com.my/,"No. 4, Jalan Utarid U5/18a,, Seksyen U5, SELANGOR DARUL EHSAN, 40150, Malaysia","Seers Berhad is a Malaysia-based investment holding company. The Company’s subsidiaries include Seers Marketing Sdn. Bhd., Seers Technology Sdn. Bhd. and Seers Asia Sdn. Bhd. The Company’s subsidiaries are engaged in water heater and water related appliances business. The Company offers two categories of products, health and appliance. Its health products include Hybrid Atomic Energy Generator, Health Energizer, Ultra Electron, Ultrasound, Seers Ion, Eye Health Goggle, Mini Health Energizer, H2 Water Pack and Oxygen Concentrator. Its appliance products include SEERS Instant Water Heater, which includes D1/D2 Instant Water Heater, D3 Multipoint, D4/D5 Instant Water Heater; SEERS Storage Water Heater, which includes CH Storage Water Heater, CS Storage Water Heater and Centralized Hybrid Hot Water System; SEERS 3 Seconds Hot Water Dispenser, which includes 3 Seconds Hot Water Dispenser; SEERS Filtration System; SEERS Water Pump; and SEERS Air Cooler."
$SEDU,9792,SEG,SEG INTL,1,,,http://segi.investor.net.my,"No. 9, Jalan Teknologi, Taman Sains Selangor, Kota Damansara, PJU 5, PETALING JAYA, 47810, Malaysia","SEG International Bhd is a Malaysia-based company, which is engaged in the businesses of investment holding and provision of management consultancy services, property management, rental of premises, business advisory services and educational and training services. The Company's subsidiaries include SEGi College (KL) Sdn. Bhd., PDCE Resources Sdn. Bhd., SEGi College (PG) Sdn. Bhd., and SEGi College (KD) Sdn. Bhd., which are engaged in the provision of professional, commercial and academic education; SMRC Learning Alliance Sdn. Bhd., is engaged in the provision of educational and training services; SEG International Group Sdn. Bhd., is engaged in investment holding and provision of training and educational services; SEGi Campus Sdn. Bhd., is engaged in property investment and development; and SEGi Holdings Sdn. Bhd., and Summit Education Sdn. Bhd., is engaged in investment holding and management consultancy. Its other subsidiaries are involved in various business activities."
$SENG,5308,SENFONG,SENG FONG HOLDIN,0,Consumer Cyclicals,Automobiles & Auto Parts,http://sengfongholdings.com/,"Taman Sri Jeram, No. 12, (Tingkat Bawah),, JOHOR BAHRU, 84000, Malaysia","Seng Fong Holdings Berhad is a Malaysia-based investment holding company and engaged in provision of management services. The Company, through its subsidiaries, is involved in trading, processing and sale of rubber products. The Company subsidiaries include Seng Fong Trading Sdn Bhd (SFT) and Syarikat Tenaga (Gemas) Sdn Bhd (STG). The Company operates in two segments Processing Segment and Trading Segment. Its Processing Segment source cup lump primarily from domestic and international rubber traders; and semi-processed rubber (RSS and synthetic rubber) and value-added additives (other chemicals) mainly from international rubber traders, to produce SMR Grade and Premium Grade block rubber. Trading Segment trades block rubbers which are sourced from international rubber traders and/or natural rubber processors. Block rubbers produced are sold directly to end-user customers, which are tire manufacturers, and sold to international rubber traders."
$SENH,5305,SENHENG,SENHENG NEW,1,Consumer Cyclicals,Specialty Retailers,,"No. 44B, Jalan Pandan 3/2, Pandan Jaya, Kuala Lumpur, 55100, Malaysia","Senheng New Retail Berhad is a Malaysia-based investment holding company. The Company through its subsidiaries, is a retailer of consumer electrical and electronic products in Malaysia. The Company's products include digital gadgets, audio visuals, home appliances and other products. It operates in two segments: Trading division, which include trading of the Group's products; and Warranty division, which include provision of warranty services in relation to replacement, repair and maintenance of products sold. The Company operates approximately 103 physical stores in Malaysia. The Company's brands include Senheng and senQ. Itretails consumer electrical and electronic products through its chain of approximately 105 physical stores which are located throughout Malaysia, as well as via online platforms. The Company's subsidiaries include SC Alliance (M) Sdn Bhd, Senheng Captive Insurance Pte Ltd and Senheng Electric (KL) Sdn Bhd."
$SENI,9431,SJC,SENI JAYA CORP,1,Consumer Cyclicals,Media & Publishing,http://www.senijayacorp.com/,"No.12, Jalan SS 22/21, Damansara Jaya, PETALING JAYA, 50470, Malaysia","Seni Jaya Corporation Berhad is a Malaysia-based investment holding company engaged in the provision of management services to its subsidiaries. The Company offers a range of offerings ranging from static billboards (OOH), digital billboards (DOOH), programmatic DOOH (pDOOH), iconic and airport solutions. The Company's subsidiaries include Seni Jaya Sdn. Bhd., which is engaged in provision of media services for outdoor and indoor advertising; Seni Jaya Production Sdn. Bhd., which is engaged in provision of provision of media services and supply of advertising materials, and Seni Jaya OOH Sdn. Bhd., which is engaged in provision of production and media advertising, event and promotion services. It is engaged in rental of advertising display structures; installation of display materials; servicing and maintenance of signages and display materials; designing outdoor and indoor display structures, and others. It has over 600 conventional and digital billboards in inventory across Malaysia."
$SNTO,5213,SNTORIA,SENTORIA GROUP,0,,,http://sentoria.com.my/,"Taman Sungai Besi Indah, SERI KEMBANGAN, 43300, Malaysia","Sentoria Group Berhad is a Malaysia-based investment holding company. The Company, through its subsidiaries, is engaged in the property development, leisure and hospitality business. The Company's segments include Property development, Leisure and hospitality and Others. The Property development segment is engaged in the development and construction of residential, commercial and leisure properties and its related activities. The Leisure and hospitality segment operates hotel, water, nature and safari parks. The Other segment is engaged in investment holding. Its development and construction projects are primarily located in Kuantan-Pahang, Morib-Selangor and Kuching-Sarawak. Its property development projects include Morib Bay Resort City and Borneo Samariang Resort City. Under the Leisure and hospitality segment, the Company operates Bukit Gambang Resort City (BGRC), which is an integrated resort city of approximately 727 acres located in Gambang-Pahang."
$SENT,5123,,SENTRAL REIT,0,,,https://sentralreit.com/,"3509 & 3511, Jalan Teknokrat 5, Cyberjaya, KUALA LUMPUR, 50470, Malaysia","Sentral REIT is a Malaysia-based real estate investment trust. The Company’s investment objective is to acquire and invest in commercial properties primarily in Malaysia to provide long-term growth and sustainable distribution of income to unitholders and to achieve long-term growth in the net asset value per unit. The Company’s portfolio includes Quill Building 1 DHL 1, Quill Building 4 DHL 2, Quill Building 2 HSBC, Quill Building 3 BMW, Wisma TechnipFMC, Part of Plaza Mont Kiara, Lotuss Building, Jelutong Penang, Platinum Sentral and Menara Shell. The Quill Building 1 DHL 1 is a four-story office building together with a sub-basement and basement car park. It is located about 40 kilometers by road to the south of Kuala Lumpur City Centre. Quill Building 4 DHL 2 is a four-story office with a sub-basement and two level basement carparks. Sentral REIT Management Sdn. Bhd. is the manager of Sentral REIT."
$SERB,5279,SERBADK,SERBA DINAMIK,1,Energy,Oil & Gas Related Equipment and Services,http://serbadinamik.com/,"Menara Serba Dinamik, Precinct 3.4, Persiaran Perbandaran, Seksyen 14, SHAH ALAM, 40000, Malaysia","Serba Dinamik Holdings Berhad is engaged in providing integrated engineering solutions. Its segments include Operations and maintenance (O&M), which includes maintenance, repair and overhaul of rotating equipment inspection, repair and maintenance of static equipment and structure maintenance of process control and instrumentation and other related services; Engineering, procurement, construction and commissioning (EPCC), which includes piping systems, process control and instrumentation, equipment installation, power generation plant, gas compression plant, auxiliary power generation and firefighting system and other related services; Information and communication technology (ICT), which includes software development, mobile applications solution, e-Commerce platform and digital theme park or virtual park, and Education and training (E&T), which includes technical training programme that can support its O&M, EPCC and ICT segments as well as involves in tertiary education."
$SERE,5163,SEB,SEREMBAN ENG,1,Industrials,Construction & Engineering,http://www.seb.net.my/,"Lot 1A - 1C, Lorong Bunga Tanjung 1/3, Senawang Industrial Park, Darul Khusus, SEREMBAN, 70400, Malaysia","Seremban Engineering Berhad is a Malaysia-based company that is primarily engaged in the business of fabrication of process equipment and metal structures and the provision of the related maintenance, repair and shutdown works. The Company’s geographical segments include Asia (excluding Malaysia and Singapore), Singapore and Malaysia. It has the capabilities to undertake projects for plant installation that include civil, structural, building, and monitoring and evaluation (M&E) works. The Company’s projects include waste treatment plant, plant demolition and samur projects. It specializes in the design and manufacture of custom equipment for the palm oil refineries, chemical, oil and gas, water treatment and food processing industries. The Company’s fabrication of process equipment allows it to handle various types of projects, such as plant fabrication and installation, structural steel, pressure vessels and heat exchangers."
$SKOU,7180,SERNKOU,SERN KOU RESOURC,1,Consumer Cyclicals,Household Goods,http://www.sernkou.com/,"Lot PTD 6019 (Lot 8804), Jalan Perindustrian 1,Mukim Bakri, Kawasan Perindustrian Bukit Bakri, MUAR, 84200, Malaysia","Sern Kou Resources Berhad is an investment holding company engaged in the provision of management services. The Company is engaged in the manufacturing of wooden furniture; the manufacturing and processing of various kinds of timber, wood and related products, and the logging and processing of rubberwood and timber. The Company products categories include dining set, living set, dining table, dining chair and occasional sets. Its segments include Manufacturing and Trading of Furniture and Processing and Trading of Wood. The Manufacturing and Trading of Furniture segment is primarily involved in producing wooden dining furniture. It also manufactures living room furniture as well as bedroom sets and occasional sets. Processing and Trading of Wood segments include sawmill operations, plywood manufacturing and processing and trading of timber. The Company manufactures waterproof tropical hardwood and rubberwood plywood."
$SSOL,0055,SERSOL,SERSOL BERHAD,1,Basic Materials,Chemicals,http://www.sersol.com.my,"Unit A-3-2, Jalan Mayang Sari, KUALA LUMPUR, 50450, Malaysia","Sersol Berhad is a Malaysia-based investment holding company, which is engaged in the provision of management services. The Company is principally involved in the manufacturing and sale of coatings and thinners in Malaysia and Thailand. It is involved in the trading of electrical, electronic home appliances and electronic devices coatings. The Company operates through two geographical segments: Malaysia and Thailand. Its business segment includes plastic and metal coatings, wood coatings and decorative coatings. It is engaged in trading of architectural coating and wall surface finishing materials. It is also involved in the provision of distribution and trading of medical goods or devices. Its subsidiaries include Multi Square Sdn. Bhd., Sersol Healthcare Sdn. Bhd., Sersol Energy Sdn. Bhd. and Sersol E-Solutions Sdn. Bhd."
$SFPT,5218,SFPTECH,SFP TECH HOLDING,0,Basic Materials,Metals & Mining,https://www.sfptech.com.my,"Plot 350b, PERAI, 14100, Malaysia","SFP Tech Holdings Berhad is a Malaysia-based company, which is a provider of engineering support services. The Company provides solutions, such as automation equipment solutions, computer numerical control (CNC) machining, customized sheet metal fabrication, and mechanical and integrated modular assembly. The Company offers its solution to the industries, such as the electrical and electronic industry, electronics manufacturing services (EMS), general manufacturing, solar photovoltaic, semiconductor, automotive, and disk drive peripherals. The Company's subsidiary EST Exhibit Automation is specialized in automation equipment solutions that can be customized and integrated to complete factory production lines setup."
$SBRK,2569,SBAGAN,SG BAGAN RUBBER,0,Consumer Non-Cyclicals,Food & Tobacco,http://www.sungeibagan.com,"Suite 9D, Level 9, Menara Ansar, 65 Jalan Trus, JOHOR BAHRU, 80000, Malaysia","Sungei Bagan Rubber Company (Malaya) Berhad is a Malaysia-based company, which is engaged in the production and sale of fresh oil palm fruit bunches. The Company is also a long-term portfolio investor in securities. The Company operates through two segments: Plantation and Investments. The Plantation segment is engaged in cultivation of oil palm. The Investments segment is engaged in long term portfolio investment in securities, deposits with banks and investment properties. The Company's investment holdings primarily consist of holdings in both domestic and foreign listed equity securities. The Company also has holdings in fixed income investments, investment funds and precious metals. The Company has operations in Malaysia, Singapore, Hong Kong, the United Kingdom, Mauritius, Australia and Cayman Islands. The Company's subsidiaries include Lanstar Assets Limited and Springvale International Limited."
$SHGM,5517,SHANG,SHANGRI-LA HOTEL,0,Consumer Cyclicals,Hotels & Entertainment Services,https://www.shangri-la.com/group/investors/corporate-profile-malaysia,"Shangri-La's Rasa Sayang Resort & Spa, 10th Mile, Batu Feringgi Beach, BATU FERINGGI, 11100, Malaysia","Shangri-La Hotels (Malaysia) Berhad is a Malaysia-based company, which owns and operates hotels and beach resorts, a golf course, investment properties and commercial laundry. The Company's segments are Hotels, resorts and golf course, and Investment properties. The Hotels, resorts and golf course segment includes hotel, beach resort and golf course business. The Investment properties segment includes rental from offices, shop lots and apartments and rental of car parks. The Company manages approximately 100 hotels and resorts in 76 destinations around the world. It offers hotel and resort services through four brands, which includes Shangri-La, Kerry Hotels, JEN by Shangri-La, and Traders. The Company offers end-to-end services in developing large scale commercial and mixed-use complexes. The Company's other operations include commercial laundry services and investment holding."
$SHHR,7412,SHH,SHH RESOURCES,1,Consumer Cyclicals,Household Goods,https://shh.com.my/,"Plo 1, Kawasan Perindustrian Pagoh, MUAR, 84600, Malaysia","SHH Resources Holdings Berhad is an investment holding company. The Company is principally engaged in the manufacture and trading of wooden furniture’s. The Company's products include bedroom suites and dining suites. Its bedroom suites comprise beds, dressers, mirrors, nightstands, chest of drawers and other bedroom fittings. The Company offers its products in various styles, including transitional, as well as contemporary designs. The Company manufacture a range of dining sets comprises dining tables, chairs, servers, buffets and hutches. The Company's factory is located in Pagoh, Johor, Malaysia. The Company's subsidiaries include SHH Furniture Industries Sdn. Bhd., which is engaged in investment holding and manufacturing of wooden furniture; Kurnia Sejati Sdn. Bhd., which is engaged in manufacturing of wooden furniture, and Kimcrest Sdn. Bhd., which is engaged in property investment."
$SYSC,5173,SYSCORP,SHIN YANG CORP,1,Industrials,Freight & Logistics Services,https://www.syshippingcorp.com.my/,"Sublot 153 (Parent Lot 70), Jalan Kuala Baram, Kuala Baram, MIRI, 98100, Malaysia","Shin Yang Shipping Corporation Berhad is a Malaysia-based investment holding and property holding company. The Company’s segments include Shipbuilding, ship repair and fabrication of metal structures; Domestic and regional shipping segment, which carries out shipping business in coastal and regional routes within Malaysia and Association of Southeast Asian Nations (ASEAN) region; International shipping segment, which carries out shipping business in the United Arab Emirates and international routes to Japan, Korea, China, Philippines and ASEAN region, and shipping agency. Its geographical information includes Malaysia, Singapore, Netherlands, Japan and Taiwan. The Company’s wholly owned subsidiaries include Danum Shipping Sdn. Bhd., Piasau Slipways Sdn. Bhd., Shinline Sdn. Bhd, Shin Yang Shipping Sdn. Bhd., Shin Yang Shipyard Sdn. Bhd., Thailine Sdn. Bhd., Dynasys Technology & Engineering Sdn. Bhd. and Melinau Transport Sdn. Bhd."
$SHLC,6017,SHL,SHL CONSOLIDATED,1,,,http://www.shlcb.com.my,"6th Floor, Wisma Sin Heap Lee, 346 Jalan Tun Razak, KUALA LUMPUR, 50400, Malaysia","SHL Consolidated Bhd is a Malaysia-based investment holding company. The Company provides strategic, financial and corporate planning services. The Company through its subsidiaries engaged in integrated commercial and residential property development business. It is also involved in granite quarrying and manufacturing of aggregates, general building construction, earthworks, infrastructure works, renting out of plant and machineries, operates a golf resort, manufacturer of clay bricks, supplies finished brickworks of wall and other brick structures. It also provides professional construction management and geo-technical services, marketing and distribution of building materials, rental of properties and money lending business. The Company's subsidiaries include Sin Heap Lee Development Sdn. Bhd., Sin Heap Lee Construction Sdn. Bhd., Integrated Management Corporation Sdn. Bhd. and Sin Heap Lee Company Sdn. Berhad."
$SIAB,0241,SIAB,SIAB HOLDINGS,1,Industrials,Construction & Engineering,,"No 82, Jalan Bp 7/8, Bandar Bukit Puchong, PUCHONG, 47120, Malaysia","Siab Holdings Sdn Bhd. is a Malaysia-based investment holding company. The Company through its subsidiaries, is engaged in the provision of building construction services. The Company also provides information and communications technology (ICT) solutions and services. Its segments include provision of building construction services and other complementary services. Its building construction services includes residential such as high-rise apartments and condominiums; and non-residential buildings such as commercial buildings (office towers and shopping complex), institutional buildings (hospital), industrial buildings (warehouse and factory). Its ICT solutions and services provide customized designs and implementation of wired and wireless enterprise-wide network infrastructure as well as ICT security solutions for their ICT system. It provides hotel telecommunication system, server room, satellite master antenna television system, and fibre-to-the-home system."
$SGNA,7246,SIGN,SIGNATURE INTL,1,Consumer Cyclicals,Household Goods,http://signatureinternational.com.my/,"Lot 24, Jalan Teknologi, Taman Sains Selangor 1, PJU5, Kota Damansara, PETALING JAYA, 47810, Malaysia","Signature International Berhad is engaged in the business of investment holding. The Company’s segments include Design, Manufacture and Retail of Kitchen and Wardrobe Systems, which is involved in the designing, manufacturing and retailing of Group core business as in kitchen cabinets and wardrobe from point of design to delivery to the projects, retailers and end consumers; Marketing and Distribution of White Goods segment, which is involved in the marketing and distribution of home appliances including white goods to projects, retailers and end consumers; Manufacture of Glass and Aluminium Products segment, which is involved in supplying and distribution of glass and aluminum products to projects and end consumers; Interior fit-out Works segment, which is specialized in interior fit-out and design consultation for commercial projects, and Others segment, which consist of dormant and investment holding companies which are non-core business and for investment holding purposes."
$SIVR,0129,SRIDGE,SILVER RIDGE HLD,0,Technology,Software & IT Services,http://www.silverridge.com.my/,"4 - 6, Jalan 28 / 70A, Desa Sri Hartamas, KUALA LUMPUR, 50480, Malaysia","Silver Ridge Holdings Bhd. is a Malaysia-based investment holding company. The Company is engaged in the provision of management services to its subsidiaries. The Company provides telecommunications, network communications and other services. In telecommunications, the Company services provided include network design, installation & maintenance, in-building solutions and fiber-to-the-home connectivity. The network communications include network security, network monitoring systems, load balancing and PABX, endpoint/server protection. The Company's subsidiaries include Silver Ridge Sdn. Bhd. (SRSB), which is engaged in the provision of telecommunication solutions; Silver Ridge Capital Sdn. Bhd., which is engaged in investment holding; Silver Ridge Trading Sdn. Bhd. (SR Trading ), which is engaged in trading and related services, and Silver Ridge Agricultural Informatics Sdn. Bhd. (SRAISB), which is engaged in the trading of Gong Cha beverages."
$SIME,4197,SIME,SIME DARBY BHD,1,Consumer Non-Cyclicals,,http://www.simedarby.com,"19th Floor, Wisma Sime Darby, Jalan Raja Laut, PETALING JAYA, 47301, Malaysia","Sime Darby Berhad is a Malaysia-based investment holding company. Its segment includes Industrial, Motors, Logistics, Healthcare, and Others. The Industrial segment is engaged in sales, rental and servicing of equipment and engineering services. The Motors segment includes assembly, sale and rental of vehicles and the provision of after-sales services. The Logistics segment is engaged in the management of port facilities. The Healthcare segment is engaged in Investment in the Ramsay Sime Darby Health Care Group, providers of healthcare services. The Others segment is engaged in the insurance broking and other general investments. Its subsidiaries include Chubb Malaysia Sendirian Berhad, which is engaged in marketing, installation, rental and servicing of security products; Shandong Equipment Malaysia Sdn Bhd, which is engaged in sales and service support for Shandong engineering machinery, and Sime Darby TMR Sdn Bhd, which is engaged in reconditioning of used equipment and machinery."
$SIPL,5285,SIMEPLT,SIME DARBY PLANT,1,Consumer Non-Cyclicals,Food & Tobacco,http://www.simedarbyplantation.com/,"No. 2, Jalan PJU 1A/7, Ara Damansara, Level 3, Main Block, Plantation Tower,, PETALING JAYA, 47301, Malaysia","Sime Darby Plantation Berhad is a Malaysia-based globally integrated plantation company. The Company is involved in the entire span of the palm oil value chain, from upstream to downstream activities, research and development (R&D), renewables and agribusiness. Its Upstream segment is engaged in developing, cultivating and managing oil palm and rubber plantation estates and milling of fresh fruit bunches (FFB) into crude palm oil (CPO) and palm kernel (PK), processing and sales of rubber. Its upstream operations serves across Malaysia, Indonesia, Papua New Guinea and the Solomon Islands. Its downstream business, known as Sime Darby Oils, engaged in production and sales of refined oils and fats, sales of CPO, refining of coconut oils, production of biodiesel products, sales of derivatives and crushing of PK to crude palm kernel oil (CPKO) and palm kernel expeller. The Company is also involved in rubber and sugar cane plantations, coconut crushing as well as beef cattle industry."
$SIPR,5288,SIMEPROP,SIME DARBY PROP,1,,,https://www.simedarbyproperty.com/,"Level 10, Block G, No. 2, Jalan PJU 1A/7, PETALING JAYA, 47301, Malaysia","Sime Darby Property Berhad is a Malaysia-based company that is engaged in the business of investment holding, property development and provision of management services. The Company operates through three business segments: property development, investment and asset management, and leisure. Its Property development segment is engaged in the development of residential, commercial and industrial properties. Its Investment and asset management segment is engaged in the leasing of properties, and provision of assets and management services. Its Leisure segment is engaged in the provision of golf, hotel and other recreational facilities and services. The Company operates in Malaysia, Singapore, Australia, United Kingdom and Vietnam. The Company's subsidiaries include Harvard Golf Resort (Jerai) Berhad, Harvard Hotel (Jerai) Sdn Bhd, Impian Golf Resort Berhad, MVV Holdings Sdn Bhd and others."
$SHCS,4316,SHCHAN,SIN HENG CHAN,1,Consumer Non-Cyclicals,Food & Tobacco,https://shcm.com.my/,"Level 3, WIsma E&C, No.2, Lorong Dungun Kiri, KUALA LUMPUR, 50490, Malaysia","Sin Heng Chan (Malaya) Berhad is a Malaysia-based investment holding company. The Company is engaged in the cultivation of oil palm plantations and sale of fresh fruit bunches (FFB). The Company’s segments include Oil Palm Plantations, Energy and Facilities Management, Investment Holding, and Others. Its Oil Palm Plantations segment involves upstream cultivation of oil palm plantations and the sale of FFB to external crude palm oil (CPO) mills. The Energy and Facilities Management includes engineering, procurement and construction of district cooling systems, the supply of cooling energy from district cooling systems and related activities, and the provision of energy and facility management services. The Company has a plantation landbank on mineral soil of approximately 10,997 hectares in Sarawak. It supplies chilled water to the Pagoh Education Hub, Johor and Dataran Pahlawan Megamall, Melaka. Its subsidiaries include Goldkist (Malaysia) Sdn. Bhd. and Goldkist (NS) Sdn. Bhd."
$SINA,5172,SINARAN,SINARAN ADVANCE,0,Consumer Cyclicals,Textiles & Apparel,,", QUANZHOU, 362211, China","Sinaran Advance Group Bhd, formerly K-Star Sports Ltd, is an investment holding company mainly engaged in sports accessories manufacturing. The Company operates two segments. Sports Footwear segment is mainly engaged in the design, manufacturing and sales of sports shoes, sports apparel and accessories in China. Construction segment is mainly engaged in construction contracting business in Malaysia. The Company mainly conducts its businesses in China and Malaysia."
$SINM,9776,SMCAP,SINMAH CAPITAL,1,Consumer Non-Cyclicals,Food & Tobacco,http://www.sinmah.com.my/,"No 88, Jalan KU 4, Taman Krubong Utama, MELAKA, 75260, Malaysia","Sinmah Capital Berhad is a Malaysia-based investment holding company. The Company is engaged in the provision of management services. The Company’s segments include Poultry, Housing development, Healthcare services and Others. The Poultry segment consists of manufacturing and wholesale of animal feeds, poultry breeding, hatchery operations, contract farming, poultry processing and trading of feeds, day-old chicks, medications and vaccines. The Housing development segment consists of development and construction of residential and commercial properties. The Healthcare services segment consists of development of hospitals, running of hospitals, clinics, laboratories and related healthcare activities. The Others segment, including investment holding, as well as the trading of chemicals, medication and related equipment. The Company’s poultry products are sold to contract farmers and wet market wholesalers. Its subsidiaries include SM Broilers Sdn. Bhd. and Sinmah Development Sdn. Bhd."
$SKBC,7115,SKBSHUT,SKB SHUTTERS,1,Consumer Cyclicals,Homebuilding & Construction Supplies,http://www.skb-shutters.com,"Lot 22, Jln Teknologi, Tmn Sains Selangor 1, Kota Damansara, PETALING JAYA, 47810, Malaysia","SKB Shutters Corporation Berhad is an investment holding company. The Company is principally engaged in the manufacture and sale of roller shutters, racking systems, storage system and related steel products. The Company’s manufacturing activities are performed in Malaysia while sales and distribution activities carried out in four principal geographical areas namely Malaysia, Asia (excluding Malaysia), Australia and Middle East. The Company’s subsidiaries include SKB Shutters Manufacturing Sdn. Bhd., SKB Storage Industries Sdn. Bhd., SKB Shutters Industries Sdn. Bhd., which is engaged in Manufacturing and providing of repair services for motor components, and SKB Shutters (S) Pte. Ltd, which is engaged in trading of roller shutters, racking systems and storage systems."
$SKPR,7155,SKPRES,SKP RESOURCES,1,Technology,Electronic Equipment & Parts,http://www.skpres.com/,"421, 4th Mile, Jalan Kluang, BATU PAHAT, 83000, Malaysia","SKP Resources Berhad is an investment holding company. The Company is engaged in the provision of management services. The Company operates through the sale of goods segment. Its services include design and engineering, tool and dye fabrication, injection molding and cosmetic finishing, contract manufacturing and component assembly, manufacturing services, and logistics and fulfillment. The Company principally operates in Malaysia and sells its goods in Malaysia. The Company’s subsidiaries include Syarikat Sin Kwang Plastic Industries Sdn. Bhd., Goodhart Industries Sdn. Bhd., Goodhart Land Sdn. Bhd., S.P.I. Plastic Industries (M) Sdn. Bhd., Plastictecnic (M) Sdn. Bhd., Bangi Plastics Sdn. Bhd., Sun Tong Seng Mould-Tech Sdn. Bhd., Goodhart Premier Sdn. Bhd. and Goodhart World Sdn. Bhd."
$SLIN,03008,SLIC,SL INNOVATION,1,Technology,Software & IT Services,http://www.slinfo.com.my/,"23-1, Block D1, Jalan Pju 1/41, PETALING JAYA, 47301, Malaysia","SL Innovation Capital Berhad is a Malaysia-based company, which provides management services. The Company operates through three segments: IT infrastructure technology solutions, enterprise software solutions and others. IT infrastructure technology solutions segment is engaged in the provision of hardware, system software, network resources and related accessories required in the operation and management of an enterprise’s information technology (IT) environment. Enterprise software solutions segment is engaged in the business process management software. Others segment provides management and operation services. The Company’s solutions include Enterprise Resource Planning (ERPs), smart document management, supply chain management, mobile solutions, robotic process automation and infrastructure."
$SLPB,7248,SLP,SLP RESOURCES,1,Basic Materials,Containers & Packaging,http://www.sinliplas.com.my,"P.T. 1, Lot 57A, Lorong Perusahaan 5, Kulim Industrial Estate, KULIM, 09000, Malaysia","SLP Resources Berhad is a Malaysia-based investment holding company. The Company is principally engaged in the manufacturing and sale of plastic packaging and its related products and trading of polymer products. The Company’s geographical locations include Malaysia, Japan, European countries, Australia, and Other countries. It is a manufacturer for a range of plastic packaging products and films in domestic and international markets. Its products include polybags and polyfilms. It serves its products to various sectors, including industrial, household, retail, food and beverages, health care and chemical sectors. Its subsidiaries include Sinliplas Holding Sdn. Bhd., SLP Green Tech Sdn. Bhd., and SLP Polymers Sdn. Bhd. The Sinliplas Holding Sdn. Bhd. is engaged in manufacture and sale of plastic packaging and its related products. The SLP Green Tech Sdn. Bhd., is engaged in manufacture and sale of specialized plastic film and packaging products."
$SMIL,03023,SMILE,SMILE-LINK,1,Healthcare,Healthcare Providers & Services,https://smile-link.com/,"Lot Pt 7221, Jalan Merah Caga, Taman Sri Endah, Bandar Baru Sri Petalin, Kuala Lumpur, 57000, Malaysia","Smile-Link Healthcare Global Berhad is a Malaysia-based investment holding company that provides dental services. The Company's segments include Dental services, Trading of dental products & others. The Dental services segment is engaged in the provision of dental services. The Trading of dental products & others segment consists of dental labs and manufacturing of dental instruments and investment holding. It offers various services, including surgery, primary treatment, invisalign, crown and bridges, aesthetic dentistry and children dentistry. It provides dental services under various brands, such as Drs. Wong & Partners Dental Surgeons, SP Dental Centre, Dentiste' Clinic, Sky Dental Clinic and Tooth Fairy Dental Clinic. Its subsidiaries include Smile-Link Sdn. Bhd., Smile Link Dental Group Sdn. Bhd., Smile-Link Dental Services Sdn. Bhd., Smile-Link Dental Services (Sarawak) Sdn. Bhd., Smile-Link Dentaltech (M) Sdn. Bhd., and Smile-Link Asset Maintenance Sdn. Bhd., among others."
$SMBH,7132,SMISCOR,SMIS CORP BHD,1,Consumer Cyclicals,Automobiles & Auto Parts,http://www.smis.com.my/,"No. 19, Jalan Dua, Off Jalan Chan Sow Lin, KUALA LUMPUR, 55200, Malaysia","SMIS Corporation Berhad is a Malaysia-based investment holding company. The Company’s segments include Automotive parts and Machinery parts. The Automotive parts segment is engaged in manufacturing and trading of carpets of all descriptions and manufacturing of automotive braking components and motorcycle components. The Machinery parts segment is involved in trading of machinery and industrial parts supplies. The Company’s products are supplied to Malaysia, Indonesia and Thailand. Its subsidiaries include Grand Carpet Industries Sdn. Bhd., Sanyco Grand Industries Sdn. Bhd., Machinery & Industrial Supplies Sdn. Bhd., Sugihara Grand Industries Sdn. Bhd., Cendana Eksotik Sdn. Bhd., Exsilio Pte. Ltd. and PT Grand Surya Techno."
$SMRS,0117,SMRT,SMRT HOLDINGS,1,Technology,Software & IT Services,https://www.smrt.holdings/about-us,"No. 3517, Jalan Teknokrat 5, Cyber 5, CYBERJAYA, 63000, Malaysia","SMRT Holdings Berhad is a Malaysia-based investment holding company. The Company operates through three segments: education, training and technology. Education segment is engaged in the business of operating educational institutions and provisions educational management services. Training segment provides human resources (HR) or human resources development training, consulting, outsourcing, events, learning resources and advisory support services. Technology segment provides software consultancy and development and its related services. The Company’s subsidiaries include Minda Global Berhad, SMR HR Group Sdn. Bhd., SMR Education Sdn. Bhd., SMR Properties Management Sdn. Bhd., Strategic Ambience Sdn. Bhd., N'osairis Technology Solutions Sdn. Bhd. and Talentoz Sdn. Bhd. SMR HR Group Sdn. Bhd. is involved in the provision of HR development solutions, including training, consulting, outsourcing, events, learning resources and advisory support services."
